frametime, crtcoll, drawtime, crtupdate 
2.9813,2.3089,0.6301,0.0306
2.9683,2.3169,0.6095,0.0303
2.85,2.1822,0.6255,0.0308
2.9048,2.2454,0.6168,0.0312
3.0148,2.3337,0.6366,0.0301
2.8433,2.1883,0.6116,0.0318
2.8969,2.2168,0.6384,0.0304
2.7845,2.1341,0.609,0.03
2.8272,2.1583,0.6266,0.0307
2.9224,2.2716,0.6083,0.0303
2.8756,2.2133,0.6198,0.0306
2.9813,2.3224,0.6151,0.0327
2.8713,2.1925,0.6369,0.0305
2.8194,2.1691,0.6084,0.0304
3.091,2.4292,0.6197,0.0306
3.0113,2.3578,0.611,0.0308
2.8422,2.1606,0.6402,0.03
2.8363,2.1832,0.6107,0.0309
2.9047,2.2252,0.6375,0.0303
2.9703,2.317,0.6107,0.031
2.8165,2.1379,0.6367,0.0304
2.818,2.1679,0.6084,0.0302
2.8367,2.1741,0.6208,0.0302
2.8509,2.1979,0.6103,0.0313
2.9221,2.2658,0.6133,0.031
2.8766,2.2261,0.6081,0.0307
2.8537,2.197,0.6146,0.0306
2.887,2.2388,0.6062,0.0305
2.9025,2.2452,0.6151,0.0307
2.897,2.2472,0.6078,0.0306
3.0532,2.3937,0.6171,0.0307
2.8856,2.2341,0.6096,0.0306
2.8118,2.1397,0.6302,0.0304
2.8924,2.2408,0.6094,0.0307
2.8308,2.1442,0.6429,0.0322
2.8627,2.2124,0.6085,0.0301
2.8351,2.1609,0.6302,0.0314
2.8405,2.1845,0.6112,0.0309
2.8452,2.1699,0.6293,0.0309
2.8776,2.2257,0.6094,0.0307
2.933,2.2723,0.6185,0.0307
2.8399,2.1899,0.6063,0.032
3.0244,2.3337,0.6464,0.0306
2.9596,2.2964,0.6193,0.0321
2.9194,2.2486,0.6272,0.0321
3.1576,2.4948,0.6197,0.0312
2.8302,2.1595,0.628,0.0309
2.9164,2.2534,0.6192,0.0319
2.9249,2.2312,0.6504,0.0313
2.9704,2.3066,0.6207,0.0313
3.0481,2.3702,0.6347,0.031
3.1158,2.4533,0.6196,0.0315
2.8871,2.2082,0.6361,0.0314
2.9774,2.3157,0.6191,0.0312
2.8328,2.1635,0.6267,0.0311
2.8624,2.2003,0.6194,0.0313
3.0031,2.3151,0.6445,0.032
2.9257,2.2629,0.6195,0.0318
3.0826,2.4007,0.6386,0.0317
2.8634,2.2011,0.6195,0.0314
2.9594,2.2904,0.6268,0.0305
2.9646,2.3006,0.62,0.0321
3.0296,2.3607,0.6264,0.0309
2.8596,2.1957,0.621,0.0308
2.9695,2.2744,0.653,0.0307
3.0345,2.3703,0.62,0.0325
2.8676,2.1947,0.63,0.0311
2.8443,2.1811,0.6204,0.0312
2.926,2.2488,0.6346,0.031
3.0019,2.3517,0.6078,0.0312
2.906,2.2271,0.6363,0.0311
2.7922,2.1426,0.6073,0.0308
2.9115,2.2519,0.617,0.0309
3.0689,2.4195,0.6069,0.031
2.9149,2.2343,0.6374,0.0309
2.8712,2.2194,0.6093,0.0309
2.8434,2.1804,0.6206,0.031
2.8818,2.2297,0.6096,0.0309
2.8842,2.2245,0.6181,0.0303
2.8669,2.2106,0.6129,0.0314
2.8967,2.2328,0.6225,0.0299
2.8675,2.2151,0.6095,0.0314
2.8881,2.2278,0.6185,0.0304
2.8581,2.2069,0.6086,0.031
2.8877,2.2167,0.6289,0.0307
2.9308,2.2811,0.6088,0.0295
2.7926,2.123,0.6275,0.0307
3.0016,2.3206,0.6078,0.0616
2.818,2.1522,0.6237,0.0305
2.8799,2.2291,0.6076,0.0307
2.8458,2.1757,0.6277,0.0309
2.8314,2.1753,0.6093,0.0308
2.944,2.2758,0.6254,0.0308
2.8211,2.1654,0.6135,0.0305
2.9005,2.2195,0.6383,0.0311
2.8417,2.19,0.6094,0.0309
2.9328,2.265,0.6234,0.031
2.9049,2.2519,0.6112,0.0306
2.8887,2.2234,0.6221,0.0312
2.8731,2.2202,0.6105,0.0308
2.9188,2.253,0.6225,0.0318
2.955,2.3022,0.6102,0.031
2.9674,2.2962,0.629,0.0306
2.8018,2.1522,0.6061,0.0319
2.8505,2.1947,0.6137,0.0308
2.8048,2.1538,0.6084,0.0309
2.8993,2.232,0.6248,0.031
2.8778,2.2243,0.6112,0.0308
3.0856,2.1756,0.6345,0.031
2.8569,2.1506,0.6392,0.0394
3.0103,2.3546,0.6113,0.0312
2.8843,2.2004,0.6409,0.0309
2.9834,2.144,0.6095,0.0311
2.8633,2.1526,0.6513,0.0376
2.843,2.1901,0.6103,0.0302
3.0069,2.339,0.6261,0.0302
2.8634,2.211,0.6107,0.0303
2.9396,2.2794,0.6178,0.0308
2.8451,2.1939,0.6091,0.0305
2.8645,2.1941,0.628,0.0306
2.8719,2.2224,0.6073,0.0305
3.0577,2.3847,0.6313,0.0302
2.8772,2.2284,0.6072,0.0304
2.8097,2.1267,0.6411,0.0304
2.829,2.179,0.6081,0.0304
2.8669,2.2037,0.6205,0.0302
2.8355,2.1866,0.6045,0.0314
2.848,2.1725,0.6338,0.0303
2.8377,2.1892,0.6069,0.0302
2.8933,2.209,0.6412,0.0309
3.0268,2.3704,0.6131,0.0314
2.9068,2.2487,0.6161,0.0303
2.8904,2.2348,0.6138,0.0303
2.8154,2.1424,0.6312,0.0302
2.9874,2.3227,0.6227,0.0301
2.8514,2.1953,0.6135,0.0308
2.9277,2.2762,0.6091,0.0304
2.8318,2.1725,0.6169,0.0308
2.8265,2.1756,0.6079,0.0314
2.8189,2.1477,0.6293,0.0304
2.8254,2.1735,0.6094,0.0313
2.9158,2.2381,0.6359,0.0302
2.7876,2.1364,0.6085,0.0305
3.0605,2.3953,0.6234,0.0302
2.8319,2.1837,0.606,0.0304
2.8281,2.1648,0.6189,0.0306
2.8488,2.1859,0.6152,0.0318
2.9044,2.2452,0.6151,0.0324
2.9434,2.2923,0.6076,0.0312
2.9394,2.2691,0.6278,0.0308
2.8726,2.2221,0.6082,0.0306
2.855,2.1796,0.6316,0.0309
2.9985,2.3477,0.6081,0.0312
3.0384,2.3742,0.6212,0.0307
3.0374,2.3834,0.6106,0.0319
2.8693,2.1932,0.6336,0.031
2.8107,2.1606,0.6066,0.0315
2.8561,2.1742,0.6394,0.0307
2.8601,2.2095,0.6086,0.0307
2.8855,2.2255,0.6167,0.0306
2.8544,2.2024,0.6093,0.0312
2.8895,2.2167,0.6289,0.0312
2.7861,2.1371,0.6068,0.0305
2.7913,2.1314,0.6175,0.0309
2.924,2.2729,0.6077,0.0312
2.8379,2.1731,0.6215,0.0311
2.8169,2.1659,0.6088,0.0308
2.9706,2.1814,0.644,0.0304
2.865,2.2032,0.6126,0.033
2.9135,2.2576,0.6129,0.0303
2.8317,2.1808,0.6082,0.0305
2.9308,2.2758,0.6125,0.0306
2.8112,2.1587,0.6096,0.0309
2.9436,2.2759,0.6234,0.0327
2.8193,2.1708,0.6058,0.0309
2.9093,2.2381,0.6288,0.0307
2.9845,2.3329,0.6078,0.0323
2.9566,2.281,0.6339,0.0301
3.1337,2.2404,0.6149,0.0304
2.9215,2.2106,0.6513,0.0349
2.9787,2.323,0.609,0.0325
3.0131,2.3238,0.6211,0.0325
2.8773,2.2196,0.614,0.0307
2.8502,2.1717,0.6342,0.0315
2.8306,2.1786,0.6078,0.0317
2.9006,2.2185,0.6373,0.0321
2.9519,2.2827,0.6263,0.031
2.9358,2.2403,0.6507,0.0327
3.0006,2.3407,0.6167,0.0311
2.9745,2.2795,0.6502,0.0315
3.0434,2.3775,0.6233,0.0312
3.0407,2.3735,0.6242,0.0312
2.9248,2.2622,0.6197,0.0314
2.9866,2.3138,0.6299,0.0309
2.9953,2.3333,0.6187,0.0316
2.8875,2.1957,0.6488,0.0311
3.0094,2.338,0.6285,0.0314
2.8658,2.1882,0.6346,0.0311
2.9447,2.2829,0.6181,0.0317
2.8562,2.1821,0.6306,0.0308
2.8862,2.2202,0.6231,0.0313
3.0512,2.368,0.6408,0.0309
2.9232,2.2632,0.6165,0.032
2.9588,2.2597,0.6556,0.0318
2.889,2.2244,0.6216,0.0315
2.9459,2.2632,0.6396,0.0315
2.9115,2.2466,0.622,0.0312
2.9472,2.2776,0.6259,0.0318
2.8818,2.2161,0.623,0.0312
2.842,2.173,0.6264,0.0311
2.963,2.2975,0.6214,0.0319
2.9285,2.2481,0.6381,0.0308
2.8765,2.2148,0.6186,0.0316
2.999,2.329,0.6268,0.0318
2.8158,2.1662,0.6073,0.0311
2.8217,2.1405,0.6389,0.0305
2.8374,2.1839,0.6091,0.0299
2.8162,2.1515,0.6229,0.0303
3.0324,2.3848,0.6052,0.0311
3.0737,2.3981,0.6331,0.031
2.7897,2.1415,0.6064,0.0305
2.844,2.1798,0.6224,0.0303
2.8646,2.2109,0.6098,0.0307
2.9625,2.3009,0.6192,0.031
2.8379,2.1879,0.6082,0.0302
2.9921,2.3186,0.6315,0.0306
2.9253,2.2768,0.6058,0.0311
2.8552,2.1818,0.6311,0.0309
2.8343,2.1861,0.6057,0.0315
2.7976,2.1348,0.6205,0.0307
2.8034,2.1558,0.6058,0.0305
2.9941,2.3416,0.61,0.0309
2.8238,2.1688,0.6132,0.0303
3.0029,2.322,0.6379,0.0312
2.7941,2.1457,0.6066,0.0305
2.8157,2.1448,0.6286,0.0309
2.8808,2.229,0.6098,0.0305
3.2216,2.553,0.626,0.031
2.9638,2.3145,0.606,0.0317
2.8703,2.2054,0.6225,0.0309
2.8594,2.2084,0.609,0.0302
2.8723,2.1925,0.6377,0.0305
2.8629,2.2133,0.6072,0.0308
3.0579,2.3919,0.624,0.0305
2.9206,2.269,0.6074,0.0323
2.8716,2.191,0.6386,0.0304
2.8283,2.1806,0.6058,0.0305
2.8288,2.1652,0.6214,0.0308
2.9621,2.3149,0.6054,0.0308
2.8417,2.1812,0.6163,0.0308
2.8266,2.1717,0.61,0.0312
2.8588,2.1872,0.6259,0.0316
2.812,2.1587,0.6104,0.0312
2.9162,2.2326,0.6413,0.0309
2.9842,2.2395,0.6217,0.0314
2.8698,2.2004,0.618,0.0375
2.7976,2.1496,0.6061,0.0305
2.9234,2.2502,0.6301,0.0306
2.8219,2.168,0.61,0.0323
2.9518,2.2872,0.6225,0.0304
2.84,2.1916,0.6061,0.0305
2.8836,2.2107,0.6306,0.0303
2.8594,2.2053,0.6068,0.0309
3.3212,2.3894,0.6441,0.0305
2.7886,2.1409,0.6055,0.0303
2.8686,2.2089,0.6173,0.0306
2.8014,2.1527,0.6066,0.0307
2.9267,2.2604,0.6243,0.0308
2.8955,2.2427,0.6104,0.0309
2.9927,2.3133,0.6372,0.0305
2.8048,2.1552,0.6063,0.0312
2.8243,2.1591,0.6231,0.0307
2.81,2.1635,0.6045,0.0306
2.8069,2.1499,0.6147,0.0307
2.874,2.2237,0.608,0.0307
2.8394,2.1769,0.6204,0.0307
2.8058,2.1566,0.6065,0.031
2.9809,2.3251,0.6136,0.0307
2.8738,2.2253,0.6064,0.0306
2.8301,2.1434,0.6445,0.0309
2.8633,2.215,0.606,0.0309
2.8153,2.1599,0.6123,0.0316
2.9963,2.3422,0.6117,0.0307
2.9761,2.3231,0.6111,0.0306
2.8308,2.1737,0.6155,0.0304
2.8193,2.1503,0.6269,0.0306
2.8091,2.1599,0.6066,0.031
2.9977,2.3223,0.6324,0.0304
3.0198,2.3614,0.614,0.0305
2.8825,2.2076,0.6315,0.0314
2.8398,2.1939,0.6038,0.0306
2.7861,2.1205,0.622,0.0317
2.9987,2.3493,0.6073,0.0308
2.9949,2.3251,0.627,0.0308
2.8403,2.1899,0.6063,0.0325
2.938,2.2702,0.6257,0.0304
2.7944,2.1456,0.6064,0.0309
2.9238,2.2493,0.6327,0.0307
2.8746,2.223,0.6079,0.0306
3.078,2.3951,0.6403,0.0312
2.8618,2.211,0.6084,0.0309
2.8317,2.1708,0.6181,0.0314
2.8509,2.2005,0.6086,0.0305
2.9046,2.2306,0.6303,0.0316
2.7756,2.1278,0.6061,0.03
2.9132,2.2387,0.6327,0.0304
2.8244,2.1743,0.6083,0.0304
2.9287,2.2728,0.614,0.0305
2.9546,2.3075,0.6049,0.0306
3.0007,2.3421,0.6155,0.0313
2.8026,2.1467,0.6132,0.0314
2.8705,2.1955,0.6331,0.0305
2.7798,2.1314,0.6055,0.0312
2.881,2.2239,0.6151,0.0306
2.8999,2.2484,0.6083,0.0315
2.7894,2.1213,0.6261,0.0305
2.8952,2.2482,0.6049,0.0309
2.9047,2.2366,0.6256,0.0311
2.8372,2.1869,0.608,0.0308
2.9316,2.2668,0.6229,0.0304
2.8741,2.2238,0.607,0.0306
2.8826,2.2064,0.632,0.0305
3.0626,2.4036,0.6121,0.0308
2.8953,2.2237,0.6278,0.0318
2.8839,2.2349,0.6063,0.0312
3.3804,2.1975,0.6262,0.0308
2.9468,2.2007,0.6566,0.0591
2.874,2.215,0.61,0.0354
2.9017,2.2347,0.6234,0.0319
2.9198,2.2711,0.6066,0.0306
2.7852,2.1314,0.6114,0.0306
3.1418,2.3807,0.611,0.0316
2.9839,2.3162,0.623,0.033
2.85,2.1756,0.6316,0.0306
2.9322,2.2504,0.6379,0.0318
2.8901,2.2282,0.6183,0.0321
3.2399,2.5302,0.662,0.0312
3.0875,2.4243,0.6198,0.0316
2.9419,2.2565,0.6412,0.032
2.8671,2.204,0.6196,0.0317
2.9132,2.2268,0.6434,0.0315
3.2007,2.4014,0.7343,0.031
2.9652,2.2948,0.6221,0.034
2.8923,2.2057,0.6428,0.0317
2.9212,2.2575,0.6195,0.0321
3.1548,2.4856,0.626,0.0317
2.9433,2.2801,0.6203,0.0311
2.9058,2.2206,0.6413,0.0314
2.8375,2.1853,0.609,0.031
2.9183,2.2477,0.6291,0.0301
2.8323,2.1826,0.6073,0.0311
2.8528,2.1989,0.6121,0.0305
2.8029,2.1507,0.6097,0.0308
2.8767,2.1999,0.6346,0.0308
2.8739,2.22,0.6112,0.0314
2.9242,2.2545,0.6271,0.0308
2.8622,2.2146,0.6047,0.0314
2.8417,2.1511,0.6446,0.0305
2.932,2.2759,0.6117,0.0326
2.9133,2.2523,0.6182,0.0309
2.8858,2.2367,0.6059,0.031
2.8872,2.2158,0.6284,0.0315
2.8902,2.24,0.6065,0.0318
2.8131,2.1428,0.6272,0.0311
2.8042,2.1576,0.6039,0.0312
2.939,2.2663,0.6306,0.0307
2.8675,2.2157,0.6092,0.0306
2.9197,2.2512,0.624,0.033
2.8488,2.1955,0.6102,0.0309
2.8326,2.152,0.6382,0.0309
2.7871,2.1388,0.6063,0.0306
2.8764,2.2147,0.6189,0.0309
2.9368,2.2866,0.6065,0.0319
2.8672,2.2007,0.623,0.0309
3.0533,2.4042,0.6062,0.0313
2.8196,2.151,0.6264,0.0304
2.9214,2.2739,0.6058,0.0303
2.878,2.2093,0.6264,0.0306
2.9718,2.3215,0.6079,0.031
2.9307,2.2527,0.6351,0.0309
2.9008,2.2506,0.6077,0.031
2.9572,2.2942,0.621,0.0306
2.8966,2.2468,0.6079,0.0304
3.0468,2.3822,0.6221,0.0309
2.8293,2.1805,0.6053,0.0318
2.8653,2.1875,0.6358,0.0302
2.8193,2.1729,0.6046,0.0304
2.9743,2.3045,0.6269,0.0316
2.8896,2.2393,0.6086,0.0301
2.8617,2.1963,0.6234,0.0302
2.963,2.3136,0.6066,0.0305
2.8782,2.2199,0.616,0.0308
2.8146,2.1659,0.6069,0.0302
2.9226,2.264,0.6163,0.0309
2.8292,2.179,0.6076,0.0313
2.9163,2.2322,0.6378,0.0313
2.8883,2.2226,0.6157,0.0331
2.9398,2.2621,0.6255,0.0339
2.8363,2.1864,0.6061,0.0319
3.0608,2.3952,0.6235,0.0307
2.9758,2.3236,0.6087,0.031
2.9636,2.2917,0.6283,0.0317
2.8497,2.1983,0.609,0.0309
2.8901,2.218,0.6287,0.0314
2.8358,2.1899,0.6034,0.0311
2.9429,2.2749,0.6259,0.0305
2.8399,2.1904,0.6066,0.0304
2.9665,2.3127,0.6114,0.031
2.8114,2.1628,0.6063,0.0307
2.8016,2.1426,0.6166,0.031
2.8912,2.246,0.6032,0.0308
3.6013,2.1995,0.6072,0.0314
3.0508,2.3095,0.6469,0.0698
2.9576,2.3087,0.6058,0.0306
3.1866,2.5139,0.6298,0.0304
2.9294,2.2798,0.6075,0.0305
2.9311,2.2778,0.6111,0.0307
3.1777,2.5211,0.6137,0.0312
2.9714,2.3074,0.6208,0.0316
2.8844,2.2358,0.6068,0.0303
2.8487,2.1825,0.6241,0.0308
2.801,2.1538,0.6047,0.0311
2.7855,2.1287,0.6149,0.0301
2.9308,2.2694,0.6195,0.0303
3.0217,2.3469,0.6326,0.0309
2.8464,2.1983,0.6061,0.0305
2.9832,2.325,0.6161,0.0307
2.7895,2.1251,0.6069,0.0307
2.8498,2.1663,0.6368,0.0333
2.9185,2.2673,0.6093,0.0306
2.8215,2.1431,0.637,0.0305
2.8488,2.1989,0.6074,0.031
2.9691,2.3019,0.6241,0.0315
2.8748,2.2253,0.6073,0.0306
2.8468,2.1724,0.6291,0.0304
2.9547,2.3079,0.6037,0.0317
2.9314,2.2707,0.6187,0.0304
2.8886,2.2385,0.6077,0.0304
2.8093,2.1372,0.6295,0.0308
2.8596,2.2111,0.6065,0.0303
2.8456,2.163,0.639,0.0319
2.8558,2.2077,0.6057,0.0305
3.1101,2.4276,0.6408,0.0302
2.7949,2.1451,0.6073,0.0301
2.8796,2.2112,0.6219,0.031
2.8221,2.1724,0.6061,0.0321
2.8765,2.2067,0.6276,0.0306
2.9581,2.3126,0.6033,0.0308
2.8547,2.1949,0.6165,0.0318
3.0408,2.3935,0.6046,0.0312
2.8673,2.1978,0.6268,0.0308
2.8308,2.1831,0.605,0.0309
2.8816,2.2051,0.6335,0.0317
2.7844,2.137,0.6051,0.0307
2.8116,2.1287,0.6401,0.0315
2.8206,2.1738,0.6047,0.0305
2.9052,2.2306,0.6328,0.0302
2.8772,2.227,0.6078,0.031
2.9364,2.2731,0.621,0.0306
2.8244,2.1761,0.606,0.0307
2.7988,2.1464,0.6108,0.0302
2.8062,2.1569,0.6067,0.031
2.8806,2.205,0.6331,0.031
2.8603,2.2112,0.607,0.0307
2.8342,2.1537,0.6383,0.0308
2.7821,2.1321,0.6066,0.0316
2.923,2.2621,0.6175,0.0308
2.9115,2.1742,0.6152,0.031
2.9374,2.2252,0.6402,0.0332
2.9665,2.3147,0.6045,0.0338
2.9719,2.3135,0.6148,0.0317
3.0472,2.4004,0.6043,0.0308
3.0267,2.3436,0.6405,0.0309
2.9929,2.3425,0.6076,0.0311
3.0211,2.3542,0.6249,0.0301
2.8738,2.2216,0.6071,0.0323
2.8671,2.1961,0.6266,0.0309
2.9289,2.2808,0.6053,0.0303
2.838,2.1714,0.624,0.0307
2.9326,2.2859,0.6051,0.0303
3.0057,2.3296,0.6342,0.0305
2.9617,2.3115,0.6081,0.0306
2.851,2.1786,0.6299,0.0305
2.8364,2.1729,0.6188,0.0326
2.862,2.1675,0.6519,0.0313
2.8304,2.1727,0.6157,0.0303
3.0169,2.3371,0.6369,0.0307
2.8592,2.1987,0.6171,0.0314
3.0758,2.3949,0.6388,0.0307
2.8826,2.1918,0.6153,0.0635
3.0005,2.3356,0.6219,0.0314
3.0022,2.3419,0.6174,0.0314
2.9604,2.2853,0.6326,0.0309
3.0166,2.3692,0.6048,0.0312
2.8868,2.2179,0.6275,0.0303
2.9455,2.2112,0.6559,0.0312
2.7854,2.1272,0.6117,0.0335
2.9506,2.2763,0.6324,0.0301
2.8305,2.1809,0.6073,0.0306
2.8364,2.1812,0.6126,0.0313
2.8736,2.2267,0.6049,0.0306
2.8818,2.2228,0.6169,0.0306
2.9007,2.253,0.6065,0.0299
3.0412,2.3765,0.6217,0.0319
2.8819,2.2293,0.6086,0.0306
3.0369,2.3692,0.6253,0.0307
2.9942,2.3445,0.6082,0.0302
2.7831,2.1185,0.6232,0.0302
2.8104,2.1629,0.6055,0.0305
2.9126,2.2407,0.63,0.0299
2.8649,2.2146,0.6081,0.0302
2.8642,2.1901,0.6323,0.0303
2.8478,2.1998,0.6058,0.0303
2.8495,2.1943,0.6135,0.0302
2.7745,2.1259,0.6061,0.0309
2.8857,2.2072,0.6354,0.0298
2.8951,2.2423,0.6093,0.0311
2.9722,2.3145,0.6149,0.0309
2.8191,2.1688,0.607,0.0318
3.029,2.35,0.637,0.0307
2.8208,2.1723,0.6072,0.0299
2.8809,2.2166,0.6195,0.0327
2.8834,2.2334,0.6076,0.0309
2.8949,2.2403,0.6122,0.0306
2.8039,2.1562,0.6049,0.0315
2.9378,2.2751,0.6205,0.0305
2.8426,2.1885,0.6122,0.0301
2.9543,2.2943,0.6169,0.0316
3.0148,2.3639,0.6094,0.03
3.0178,2.3661,0.6099,0.0304
2.9053,2.2571,0.6058,0.0305
2.8599,2.1837,0.6319,0.0303
2.8503,2.1953,0.609,0.0322
2.935,2.2788,0.6139,0.0311
2.8576,2.2087,0.6068,0.0306
2.8944,2.236,0.6164,0.0305
2.7991,2.1527,0.6041,0.0304
2.8621,2.1718,0.6441,0.0307
2.9787,2.3148,0.6123,0.0324
2.9187,2.2443,0.6242,0.0322
2.8109,2.1628,0.605,0.0316
2.8592,2.1803,0.6352,0.0321
2.8704,2.2155,0.6113,0.0321
2.8846,2.2067,0.635,0.0309
2.94,2.292,0.6048,0.0315
2.8723,2.1982,0.6321,0.0304
2.7842,2.1385,0.6033,0.0307
2.823,2.1625,0.6189,0.0301
2.8246,2.172,0.6102,0.0305
2.9313,2.2489,0.6391,0.0319
3.0005,2.3525,0.6064,0.0301
2.8177,2.1506,0.624,0.0314
2.7943,2.1476,0.6049,0.0302
3.0926,2.4115,0.6396,0.0303
2.9322,2.2851,0.6056,0.0305
2.9505,2.2871,0.6206,0.0314
2.8275,2.1806,0.6053,0.0302
2.8681,2.192,0.6343,0.0304
2.8516,2.2031,0.6053,0.0314
2.8084,2.1456,0.6207,0.0307
2.7837,2.1355,0.6058,0.031
2.9491,2.28,0.6272,0.0304
2.7892,2.1442,0.6033,0.0305
2.891,2.2286,0.6187,0.0309
2.8319,2.1836,0.6058,0.031
2.9747,2.2966,0.6358,0.0308
2.8393,2.1893,0.608,0.0304
3.0153,2.3569,0.6162,0.031
2.9527,2.3054,0.6052,0.0306
2.9261,2.257,0.6276,0.0302
2.9074,2.2474,0.6168,0.0305
2.8997,2.2155,0.6371,0.0316
2.844,2.1935,0.6063,0.0318
2.9001,2.2109,0.6472,0.0305
2.8234,2.1772,0.6035,0.0315
2.9081,2.2254,0.6394,0.0307
2.9644,2.3139,0.6063,0.031
3.0162,2.3339,0.6395,0.0314
2.9172,2.2704,0.6054,0.0301
2.8586,2.1809,0.6359,0.0302
2.9657,2.3171,0.607,0.0305
2.8544,2.1871,0.6237,0.0311
2.8109,2.167,0.6022,0.0305
2.8478,2.1647,0.6411,0.0305
2.935,2.2861,0.6065,0.0302
2.8694,2.196,0.6316,0.0304
2.8484,2.1996,0.6048,0.0327
3.0608,2.3809,0.6373,0.0311
2.9081,2.2611,0.6051,0.0305
2.8772,2.2024,0.6329,0.0307
2.792,2.1435,0.606,0.0305
2.8558,2.1919,0.6217,0.0306
2.8286,2.1784,0.6087,0.0303
2.8975,2.2289,0.6267,0.0302
2.9035,2.2562,0.6046,0.0312
2.9819,2.302,0.6359,0.0322
2.802,2.151,0.6082,0.0314
3.0575,2.391,0.6247,0.0305
2.9242,2.277,0.6046,0.0314
3.032,2.3505,0.64,0.0301
2.8017,2.1524,0.607,0.0308
2.8304,2.1765,0.612,0.0305
2.8201,2.178,0.6005,0.0304
2.8554,2.1877,0.6258,0.0304
2.8599,2.2162,0.6017,0.0304
2.835,2.1612,0.6316,0.0309
2.8942,2.247,0.6059,0.0298
2.8557,2.1756,0.6378,0.0311
3.2365,2.1803,0.7179,0.0306
2.9405,2.2506,0.6395,0.0354
2.8453,2.1866,0.6097,0.0321
3.068,2.4106,0.6144,0.0312
2.8736,2.2204,0.609,0.0307
2.9126,2.2499,0.6166,0.0321
2.9953,2.3484,0.6042,0.0311
2.9908,2.3346,0.6132,0.0312
2.8969,2.2478,0.6052,0.0318
2.9516,2.2706,0.6376,0.031
2.9492,2.3012,0.6054,0.0301
2.8535,2.1885,0.6223,0.0309
2.9207,2.2729,0.6053,0.0306
2.8219,2.1543,0.625,0.0304
2.9027,2.2534,0.6066,0.0311
2.7746,2.1203,0.6118,0.031
2.87,2.2217,0.606,0.0306
2.8181,2.1542,0.6211,0.0313
2.9324,2.2823,0.6082,0.0305
2.8731,2.2227,0.6084,0.0305
2.7926,2.1459,0.6049,0.0303
2.8914,2.2227,0.6266,0.0305
2.9924,2.344,0.6055,0.0301
2.9317,2.2548,0.6337,0.0314
2.9965,2.3181,0.6323,0.0308
2.8811,2.2122,0.6216,0.0332
2.9642,2.3166,0.6053,0.0308
2.8455,2.1895,0.6136,0.0305
2.9278,2.2803,0.6044,0.032
2.7929,2.1342,0.6167,0.0305
3.0484,2.4031,0.6036,0.0303
2.9159,2.2523,0.6216,0.0306
2.8318,2.1828,0.6072,0.0303
2.9066,2.2431,0.6221,0.0298
2.798,2.1476,0.6062,0.0324
2.9679,2.2993,0.6259,0.0304
2.9317,2.2839,0.6061,0.0301
2.878,2.2228,0.6132,0.0304
2.9485,2.2907,0.6132,0.0303
2.8835,2.2009,0.6376,0.0326
3.0354,2.3868,0.6055,0.0312
2.8415,2.1714,0.6268,0.0315
2.9667,2.3175,0.6068,0.0305
3.0248,2.3704,0.6129,0.0303
2.7912,2.1425,0.6064,0.0306
2.9232,2.257,0.6237,0.0302
2.7893,2.1416,0.6059,0.0302
2.9083,2.2286,0.636,0.032
2.7975,2.1521,0.6037,0.0301
2.838,2.1654,0.6303,0.0309
2.8089,2.163,0.6043,0.03
2.951,2.2827,0.6255,0.0311
2.8981,2.2514,0.6043,0.0309
2.8193,2.1324,0.6448,0.0308
2.8335,2.1853,0.6053,0.0311
2.8867,2.2063,0.6364,0.0309
2.9855,2.3375,0.6051,0.0311
2.8079,2.1386,0.6265,0.0313
2.8495,2.2033,0.6037,0.0308
3.0011,2.3424,0.6174,0.03
3.0651,2.4125,0.6097,0.0312
2.9288,2.2651,0.622,0.0303
2.8253,2.1793,0.6039,0.0306
2.9355,2.2792,0.6146,0.0302
2.936,2.2892,0.6044,0.031
2.8661,2.2107,0.6135,0.0303
2.8133,2.166,0.6044,0.0307
2.8728,2.2096,0.6208,0.0306
2.8374,2.1867,0.6071,0.0314
2.9205,2.2558,0.6226,0.0306
2.8768,2.2311,0.6036,0.0303
2.9107,2.2328,0.6326,0.0308
2.966,2.3068,0.6107,0.032
2.9277,2.2422,0.6369,0.0332
2.829,2.1784,0.6064,0.0318
2.9836,2.324,0.6167,0.0315
2.8361,2.1881,0.6059,0.0306
2.8805,2.2141,0.6241,0.0309
2.9802,2.3302,0.6077,0.0307
2.9156,2.254,0.6197,0.0303
3.0528,2.3987,0.6117,0.0305
2.964,2.2849,0.6369,0.0308
2.897,2.2389,0.6159,0.0301
2.874,2.2053,0.6255,0.0314
2.8988,2.2313,0.625,0.0309
2.84,2.1718,0.6254,0.0311
2.9629,2.3035,0.6167,0.0311
2.9001,2.2149,0.6429,0.0308
2.8317,2.1744,0.6132,0.0324
3.0031,2.3246,0.635,0.032
2.9567,2.2993,0.6149,0.0309
3.0361,2.3626,0.6311,0.0308
2.9923,2.3333,0.6166,0.031
2.9373,2.259,0.6349,0.0316
2.8512,2.1929,0.6159,0.0307
3.1152,2.4388,0.6338,0.0311
2.852,2.1941,0.6157,0.0308
2.864,2.1908,0.6302,0.0314
2.9158,2.2711,0.6033,0.0302
2.9478,2.2876,0.6184,0.0303
2.831,2.1862,0.6028,0.0303
2.8457,2.1729,0.6313,0.0301
2.8936,2.2454,0.6071,0.0299
2.8695,2.1996,0.6281,0.0302
