frametime, crtcoll, drawtime, crtupdate 
2.8523,2.2017,0.6077,0.0314
2.9736,2.3114,0.6193,0.031
2.9751,2.3243,0.6079,0.0317
2.9731,2.3014,0.6293,0.0311
3.0028,2.3516,0.6086,0.0312
2.8568,2.1978,0.6163,0.0312
2.9583,2.3053,0.6101,0.0313
2.8669,2.1954,0.6295,0.0307
2.8185,2.1812,0.5959,0.0301
2.8873,2.238,0.6075,0.0305
2.7848,2.1459,0.5983,0.0295
2.8184,2.1512,0.6257,0.0303
2.8696,2.2302,0.5979,0.0304
2.8551,2.2096,0.604,0.0303
2.9326,2.2937,0.5975,0.0302
2.85,2.1976,0.6105,0.0302
2.8009,2.1553,0.604,0.0306
2.8897,2.2338,0.6136,0.0313
2.8448,2.2054,0.5975,0.0307
3.0478,2.3858,0.6207,0.0302
3.0424,2.4025,0.5981,0.0301
2.9946,2.3436,0.6092,0.0306
2.7699,2.1314,0.597,0.0302
2.8832,2.211,0.6307,0.0306
2.886,2.2467,0.5973,0.0307
2.9378,2.2767,0.6193,0.0307
2.8224,2.1814,0.599,0.0306
2.9375,2.2748,0.6208,0.0307
2.8607,2.214,0.6053,0.0303
2.9083,2.2441,0.622,0.0309
2.9038,2.253,0.5966,0.0304
2.9068,2.1565,0.6362,0.0358
2.8272,2.1839,0.5993,0.0305
2.8391,2.1678,0.6285,0.0311
2.8291,2.1875,0.599,0.0308
2.8322,2.1834,0.6059,0.0316
2.9084,2.2693,0.5978,0.03
2.8378,2.18,0.6166,0.0298
2.8897,2.249,0.5981,0.0311
3.0238,2.1812,0.6245,0.0304
2.908,2.2091,0.6443,0.0338
2.8546,2.1766,0.5996,0.0311
2.9182,2.2564,0.619,0.0312
2.8473,2.2081,0.5974,0.0305
2.9274,2.264,0.6214,0.0307
2.8561,2.215,0.5991,0.0311
2.8862,2.2252,0.6198,0.0299
2.8478,2.2042,0.6018,0.0307
2.8376,2.1529,0.6408,0.0304
2.803,2.145,0.6092,0.0309
2.9137,2.24,0.6214,0.0342
2.8699,2.2248,0.6005,0.0317
2.9837,2.3099,0.6306,0.0312
2.7852,2.1426,0.5998,0.0309
2.867,2.2141,0.6101,0.0312
2.7902,2.1472,0.6003,0.0312
2.8963,2.2174,0.6359,0.0313
2.8237,2.1777,0.6028,0.0305
2.9157,2.2439,0.6284,0.0317
2.8173,2.1782,0.5974,0.03
3.0207,2.3651,0.6133,0.0308
2.884,2.2447,0.5967,0.0312
2.9347,2.2905,0.602,0.0309
3.0483,2.4075,0.5979,0.0311
2.848,2.1878,0.6167,0.0314
2.9674,2.3244,0.6006,0.0311
2.9117,2.2395,0.6302,0.0306
2.9559,2.3175,0.5959,0.0307
2.9336,2.2824,0.6092,0.0308
2.9132,2.2763,0.5955,0.0303
2.8708,2.2206,0.6076,0.0311
2.7998,2.1601,0.5974,0.0312
2.9294,2.27,0.6172,0.0309
2.8188,2.1824,0.5942,0.0305
2.8619,2.1919,0.6271,0.0317
2.8143,2.1714,0.6005,0.0311
2.9215,2.2511,0.6282,0.0307
2.9323,2.293,0.5975,0.0306
2.9754,2.2696,0.6162,0.0308
2.8679,2.2215,0.5985,0.0358
2.9127,2.2429,0.612,0.0305
2.8903,2.2514,0.5954,0.0316
2.9428,2.2702,0.6305,0.0308
2.8004,2.1476,0.5981,0.0308
2.828,2.1692,0.6166,0.0309
2.7764,2.1359,0.5991,0.0303
2.8567,2.1737,0.6227,0.0309
2.866,2.2267,0.5969,0.0307
3.1003,2.4459,0.6121,0.031
2.8885,2.2364,0.5959,0.0308
2.9074,2.2574,0.6079,0.0305
2.8988,2.2384,0.6034,0.0312
2.8529,2.1875,0.6209,0.0321
2.7989,2.158,0.5991,0.0306
2.9468,2.2793,0.6105,0.0304
2.9053,2.267,0.596,0.0308
2.828,2.1717,0.6146,0.0305
2.8907,2.2366,0.5983,0.0308
2.8503,2.1874,0.6205,0.0312
2.7924,2.1485,0.6019,0.0307
2.967,2.288,0.6243,0.031
2.9879,2.3484,0.5976,0.0307
3.0092,2.3519,0.6154,0.03
2.844,2.1865,0.5981,0.0325
2.8284,2.182,0.6037,0.0304
2.8463,2.1875,0.6041,0.0306
2.8895,2.2441,0.6041,0.03
2.9706,2.3315,0.5978,0.0299
2.842,2.1815,0.6044,0.0306
2.8378,2.1994,0.5965,0.0307
3.0799,2.4284,0.6097,0.0303
2.869,2.2143,0.5998,0.0301
2.8312,2.1664,0.623,0.0303
2.8683,2.2197,0.6066,0.0306
2.9043,2.2255,0.6181,0.0313
2.9563,2.315,0.5984,0.0316
3.0178,2.3433,0.621,0.0304
2.8551,2.2171,0.5961,0.0306
2.9568,2.3058,0.609,0.0308
2.9466,2.2835,0.6019,0.0309
2.9551,2.2794,0.6271,0.0333
2.8622,2.2113,0.6024,0.0318
3.1448,2.417,0.6233,0.0312
2.8578,2.2045,0.6096,0.031
2.8628,2.2034,0.6146,0.0326
2.9211,2.2631,0.5978,0.0322
2.9992,2.3172,0.639,0.0311
2.9717,2.2839,0.6081,0.0314
2.8487,2.1825,0.6231,0.0307
2.8377,2.1861,0.6087,0.0312
2.9884,2.2716,0.6264,0.0317
3.0659,2.3583,0.6421,0.0379
3.0078,2.3541,0.6082,0.0319
3.1515,2.4316,0.6342,0.0319
3.1483,2.4912,0.6092,0.0352
3.1263,2.4165,0.6111,0.031
3.198,2.5389,0.6103,0.0337
3.0757,2.4052,0.6269,0.0322
3.0917,2.4069,0.6195,0.0315
3.1221,2.4528,0.6264,0.0315
2.9686,2.3018,0.6123,0.0313
2.9452,2.2672,0.6355,0.0311
2.9367,2.287,0.6071,0.0314
3.125,2.4402,0.6316,0.0307
2.8094,2.158,0.6088,0.0312
2.9158,2.2521,0.6211,0.0313
2.8402,2.1911,0.5962,0.0307
2.8451,2.1811,0.6225,0.0303
2.8311,2.1939,0.5952,0.0308
3.0065,2.2975,0.6278,0.0311
2.7941,2.1543,0.5954,0.0315
2.8295,2.1567,0.6169,0.0299
2.803,2.1653,0.5958,0.0305
2.9562,2.3074,0.6069,0.0306
2.8584,2.2044,0.5985,0.0306
2.8545,2.1945,0.6182,0.0304
2.9852,2.3439,0.5994,0.0304
2.8697,2.1933,0.6163,0.032
2.8227,2.1831,0.5961,0.0313
2.8386,2.1677,0.6287,0.0305
2.9556,2.2987,0.5985,0.0308
2.8699,2.2136,0.6131,0.0309
2.9687,2.2866,0.6099,0.0305
2.8021,2.1463,0.6081,0.0339
2.9283,2.2876,0.5984,0.0307
2.9971,2.3054,0.6301,0.031
2.9379,2.2961,0.5984,0.0318
2.8628,2.209,0.6112,0.0304
2.9681,2.315,0.5978,0.0311
2.8185,2.17,0.6059,0.0307
2.88,2.2445,0.5939,0.0302
2.8921,2.2314,0.6056,0.0306
2.8259,2.1876,0.5958,0.0305
3.2556,2.2266,0.7354,0.0309
2.9569,2.3033,0.6011,0.0335
2.8277,2.1593,0.6252,0.0309
2.95,2.2897,0.596,0.0304
2.8708,2.2054,0.6231,0.0306
2.9526,2.3162,0.5945,0.0303
2.9249,2.2595,0.6104,0.0303
2.799,2.1608,0.5969,0.03
2.8441,2.1734,0.6291,0.0303
2.7929,2.1409,0.5984,0.0309
2.9238,2.2737,0.6042,0.0312
2.8646,2.1971,0.6032,0.0308
2.8495,2.1909,0.6169,0.0303
2.8804,2.2433,0.5954,0.0302
3.0638,2.3894,0.6208,0.0302
2.8123,2.1752,0.5955,0.0303
2.9502,2.2824,0.6246,0.0313
3.649,2.3255,0.7123,0.0303
3.0059,2.3058,0.6333,0.04
3.048,2.322,0.6026,0.0317
2.9643,2.2776,0.6209,0.0422
3.0011,2.3612,0.5969,0.0312
3.0036,2.3296,0.6107,0.0304
2.9655,2.325,0.597,0.0312
3.3799,2.3747,0.6392,0.0303
3.0635,2.3931,0.5992,0.0316
3.1143,2.4472,0.6244,0.0307
3.0191,2.3681,0.5952,0.0299
2.9805,2.3202,0.6185,0.0302
3.0752,2.4358,0.5971,0.0307
3.0866,2.4104,0.6218,0.031
3.286,2.5738,0.6681,0.0311
3.1461,2.4445,0.6299,0.0326
3.1476,2.4669,0.6198,0.0341
3.0906,2.4074,0.637,0.0331
3.1723,2.474,0.6082,0.0307
3.058,2.3773,0.6351,0.0311
3.0823,2.4269,0.6119,0.0309
3.027,2.3532,0.6151,0.031
2.9762,2.324,0.6097,0.0309
3.0763,2.3855,0.6346,0.0319
2.9859,2.3377,0.6052,0.0314
3.0321,2.3629,0.6258,0.0318
2.9822,2.3163,0.6102,0.0315
3.4007,2.392,0.7555,0.031
3.0582,2.364,0.6004,0.0527
2.8755,2.21,0.6226,0.0309
2.9114,2.2723,0.5971,0.0305
2.9399,2.277,0.6064,0.0308
2.9315,2.2919,0.5982,0.0304
2.837,2.1931,0.6021,0.0307
2.9424,2.2854,0.6042,0.0302
2.9181,2.244,0.6295,0.0321
3.079,2.24,0.5967,0.0312
2.8645,2.1623,0.614,0.047
2.8673,2.2285,0.5954,0.0311
2.8845,2.2234,0.6067,0.0309
2.8475,2.2101,0.5956,0.0303
2.9243,2.2748,0.6077,0.0308
2.8525,2.2023,0.5961,0.0311
2.8823,2.227,0.6129,0.0309
3.0089,2.3614,0.606,0.0305
2.8794,2.1957,0.6299,0.0312
2.8529,2.2143,0.5965,0.0307
2.8166,2.1699,0.6038,0.0318
2.9521,2.304,0.5934,0.0307
2.8956,2.226,0.6272,0.0308
2.8494,2.1979,0.598,0.0308
2.9897,2.3245,0.6222,0.0316
2.8279,2.1898,0.5959,0.0308
2.9259,2.2532,0.6199,0.0307
2.8827,2.2443,0.5957,0.0309
2.9289,2.2676,0.6187,0.031
2.8174,2.1681,0.595,0.0307
2.9272,2.2668,0.6182,0.031
2.8562,2.2182,0.5956,0.0307
3.1554,2.2108,0.6248,0.0315
2.8385,2.1938,0.5974,0.0319
2.8802,2.2021,0.6221,0.0309
3.1034,2.4647,0.596,0.031
2.8556,2.189,0.6237,0.0317
2.8647,2.2161,0.5952,0.0312
2.8092,2.1554,0.6118,0.0307
2.7876,2.1495,0.5958,0.0309
2.9328,2.2357,0.6251,0.0307
2.8621,2.2096,0.6049,0.0316
2.8871,2.1986,0.6379,0.0316
2.9253,2.2499,0.603,0.0323
2.846,2.1768,0.6237,0.0321
2.8762,2.2171,0.5998,0.0318
2.8704,2.2112,0.6154,0.032
2.8373,2.2012,0.5939,0.0311
2.8325,2.1615,0.6158,0.0312
2.8868,2.2494,0.5956,0.0305
2.8144,2.1499,0.6219,0.0309
2.9799,2.2803,0.614,0.0305
3.0797,2.3715,0.6396,0.0383
2.9136,2.2573,0.6092,0.0337
3.0361,2.3047,0.6325,0.0315
2.994,2.3416,0.6064,0.0322
3.0484,2.3436,0.6154,0.032
2.9704,2.3121,0.6074,0.0351
2.892,2.2192,0.6288,0.0322
2.9766,2.2859,0.6065,0.0316
3.1507,2.4729,0.6345,0.0312
2.8862,2.2377,0.6058,0.0314
2.9751,2.2701,0.6265,0.0318
2.9239,2.2741,0.6062,0.0313
2.9826,2.2686,0.639,0.0317
2.9054,2.2552,0.6063,0.0318
2.8637,2.1939,0.6272,0.0313
2.8969,2.2128,0.6085,0.0314
3.0316,2.3511,0.6377,0.0311
2.8913,2.2452,0.6034,0.031
2.9045,2.2094,0.6318,0.0313
2.8774,2.2239,0.6103,0.0312
2.9321,2.2664,0.6227,0.0313
2.9414,2.2763,0.5972,0.0318
2.9238,2.2526,0.6272,0.0321
3.1125,2.4484,0.5984,0.0305
2.8821,2.22,0.6195,0.031
3.0957,2.2487,0.5989,0.0327
2.9197,2.1966,0.6332,0.0342
2.9587,2.3153,0.5971,0.0323
2.9936,2.3352,0.6157,0.0317
2.8389,2.1742,0.5954,0.0309
2.8011,2.1584,0.6,0.0309
2.8891,2.242,0.5976,0.031
3.0447,2.2215,0.6578,0.0308
2.8646,2.1894,0.6199,0.0331
2.8964,2.2056,0.5997,0.0303
2.988,2.3149,0.6296,0.0311
2.8102,2.1705,0.5973,0.031
3.0529,2.1665,0.6217,0.0311
2.8698,2.1794,0.6308,0.0388
2.9955,2.3557,0.5963,0.0311
2.9683,2.2749,0.6029,0.0329
2.9871,2.3456,0.5977,0.0313
2.9593,2.2647,0.6102,0.0315
2.8836,2.2441,0.5967,0.0307
2.8293,2.1864,0.6005,0.0305
2.8625,2.1802,0.5936,0.0322
2.9766,2.3054,0.6231,0.0353
2.7906,2.151,0.5965,0.0317
2.8721,2.1748,0.6097,0.0311
2.8751,2.2346,0.597,0.0309
2.8859,2.2374,0.6068,0.0306
2.9154,2.2299,0.5976,0.0311
2.953,2.2851,0.6244,0.0308
3.1258,2.4398,0.5969,0.031
3.0736,2.4077,0.6221,0.0309
2.9209,2.2808,0.5978,0.0308
3.0017,2.2989,0.611,0.0307
3.0169,2.371,0.599,0.0322
2.8566,2.1993,0.6145,0.031
3.1466,2.173,0.5976,0.0309
2.9886,2.3102,0.6162,0.0341
3.0078,2.3103,0.6015,0.0322
3.0193,2.3477,0.6215,0.0372
2.8203,2.1721,0.6054,0.0312
2.9704,2.2907,0.6204,0.0319
2.8065,2.1681,0.5958,0.0312
2.8857,2.24,0.6035,0.031
2.8079,2.1548,0.5954,0.0314
2.8908,2.2327,0.6139,0.0321
2.8146,2.1717,0.6,0.0317
2.9068,2.2272,0.6233,0.0316
2.7932,2.1558,0.594,0.0315
2.8626,2.207,0.6129,0.0314
3.0385,2.3301,0.6208,0.0306
2.9759,2.3327,0.5967,0.0327
2.953,2.2798,0.6155,0.032
2.81,2.1715,0.5965,0.0306
2.8861,2.2053,0.6381,0.0306
2.9536,2.2494,0.6028,0.0316
2.9383,2.2702,0.6201,0.033
2.9469,2.2958,0.6078,0.0322
2.9775,2.2359,0.6366,0.0316
3.012,2.3573,0.607,0.0325
2.9349,2.1819,0.6511,0.0312
2.9472,2.2912,0.6089,0.0326
2.9702,2.3022,0.6251,0.0317
2.8588,2.1649,0.5967,0.0309
2.8241,2.1639,0.6132,0.0324
2.8349,2.1866,0.606,0.0308
2.9172,2.1906,0.6261,0.0311
2.8739,2.2297,0.5964,0.0332
2.9296,2.2848,0.6028,0.0305
2.8992,2.1986,0.5958,0.0312
2.8563,2.197,0.6124,0.0324
2.9895,2.2044,0.597,0.0307
3.0262,2.3052,0.6177,0.0324
2.8662,2.2256,0.5949,0.0312
3.059,2.371,0.6152,0.031
2.8564,2.2127,0.5997,0.0313
2.8515,2.1977,0.6115,0.0306
2.9017,2.2319,0.5973,0.0314
2.892,2.235,0.6121,0.0314
3.1773,2.533,0.5988,0.0307
3.071,2.1796,0.605,0.0312
3.0936,2.4146,0.6184,0.0363
3.0117,2.3077,0.5965,0.0316
3.0622,2.3919,0.624,0.032
2.9364,2.2964,0.5975,0.031
3.0652,2.3421,0.6302,0.0313
3.0301,2.3899,0.596,0.032
3.0595,2.3707,0.6054,0.0313
3.0403,2.3945,0.6002,0.0319
3.1734,2.5085,0.6218,0.0318
2.9846,2.304,0.5953,0.0315
3.0812,2.4292,0.608,0.0315
2.9895,2.3473,0.5995,0.0312
3.2055,2.3907,0.6022,0.033
2.8922,2.2059,0.6293,0.0344
2.86,2.1721,0.5995,0.0312
2.9191,2.2642,0.61,0.0318
2.8199,2.1832,0.5948,0.0306
2.9268,2.191,0.6239,0.0308
2.9251,2.2815,0.5953,0.0358
2.8467,2.1911,0.613,0.0311
2.8311,2.1556,0.5955,0.0307
2.8587,2.1957,0.6199,0.0313
2.8355,2.1982,0.5951,0.0311
2.8594,2.1892,0.6036,0.0311
2.8344,2.1951,0.5957,0.0313
2.8747,2.2163,0.6162,0.031
3.1779,2.4524,0.6142,0.0309
2.9953,2.349,0.5995,0.0323
3.1436,2.3051,0.6087,0.0316
2.9355,2.2475,0.6252,0.0345
2.8111,2.1686,0.5965,0.0321
2.8288,2.1436,0.6017,0.0326
2.7842,2.1446,0.5938,0.0332
2.82,2.1529,0.6239,0.0311
2.8929,2.2425,0.5926,0.0323
3.0993,2.4211,0.6328,0.0331
3.0149,2.3574,0.5983,0.0332
2.8616,2.1908,0.6283,0.0313
2.8379,2.1972,0.5983,0.0311
2.9807,2.3035,0.6221,0.0313
2.8749,2.2374,0.5946,0.0316
2.9186,2.2593,0.6166,0.031
2.9644,2.313,0.5971,0.0308
2.9369,2.2662,0.6281,0.0312
2.8634,2.2242,0.5965,0.0315
2.9058,2.2235,0.6263,0.0314
2.8578,2.2206,0.5943,0.0313
2.9612,2.2588,0.6388,0.0312
2.923,2.2776,0.6003,0.0326
2.9108,2.2587,0.609,0.032
3.0198,2.3523,0.5979,0.0308
2.89,2.2255,0.6207,0.0312
2.8358,2.1961,0.5974,0.0308
2.8792,2.1727,0.6042,0.0308
2.8307,2.1899,0.5955,0.0323
2.9836,2.3152,0.6252,0.0319
3.0441,2.2987,0.6285,0.0312
2.9855,2.3426,0.5954,0.0334
3.0563,2.364,0.6062,0.0309
2.9569,2.3129,0.597,0.0346
3.1155,2.4527,0.6201,0.0312
3.052,2.3624,0.5959,0.0315
3.0824,2.4092,0.6261,0.0323
2.9614,2.3241,0.5953,0.0307
3.188,2.3118,0.6244,0.0311
2.8843,2.2046,0.6269,0.0327
2.8768,2.1938,0.5946,0.0308
2.8478,2.1799,0.6234,0.0318
2.8403,2.2013,0.5963,0.0311
2.882,2.2111,0.6002,0.031
2.9105,2.2705,0.5952,0.0324
2.8718,2.2027,0.6268,0.0314
2.9033,2.2407,0.5954,0.0307
2.864,2.1975,0.6234,0.0313
2.9275,2.2908,0.5943,0.0313
3.078,2.3261,0.6372,0.0322
3.0049,2.3619,0.5963,0.0325
3.0339,2.3287,0.6178,0.0313
3.0059,2.3687,0.5936,0.0315
3.1152,2.4492,0.621,0.0331
2.9965,2.3093,0.5948,0.0309
3.0272,2.3675,0.612,0.0326
3.0081,2.3142,0.5955,0.0314
3.1712,2.514,0.6102,0.032
3.0471,2.4094,0.5949,0.0315
3.1129,2.3991,0.6141,0.0313
2.96,2.315,0.5973,0.0328
3.026,2.365,0.6186,0.0309
3.0346,2.3417,0.591,0.0313
3.1824,2.5222,0.6134,0.0324
3.0077,2.3111,0.5964,0.0308
3.0193,2.3635,0.6095,0.0318
2.9301,2.2926,0.5952,0.0309
3.0349,2.3227,0.6121,0.0311
2.882,2.2381,0.5976,0.0322
2.8101,2.1529,0.6149,0.031
3.0061,2.277,0.5948,0.0307
2.9366,2.2544,0.6304,0.0325
3.3342,2.2194,0.6114,0.0321
2.8839,2.1935,0.6229,0.0385
2.7993,2.1605,0.5942,0.0313
2.905,2.2206,0.6292,0.031
2.8988,2.2463,0.6069,0.0325
2.9639,2.3081,0.6112,0.0321
2.9653,2.311,0.6082,0.0323
2.9179,2.2498,0.6243,0.0317
2.9333,2.2821,0.6078,0.0314
2.9456,2.2634,0.6376,0.031
2.959,2.3054,0.6074,0.0325
2.9034,2.2352,0.6239,0.0321
2.8989,2.2496,0.6058,0.032
3.034,2.3631,0.6282,0.0313
2.8897,2.2426,0.6044,0.0311
3.0116,2.3542,0.6131,0.0315
2.9091,2.2568,0.6091,0.0313
3.178,2.4641,0.6454,0.032
3.0917,2.4357,0.6077,0.0342
3.0565,2.387,0.6256,0.0314
2.9865,2.3313,0.6058,0.0317
3.0309,2.371,0.6151,0.0318
3.0494,2.3993,0.6067,0.0314
2.9652,2.2865,0.636,0.0315
2.8916,2.2439,0.6051,0.0309
3.0323,2.377,0.6124,0.0308
3.0074,2.3606,0.6037,0.0317
2.8997,2.2352,0.6217,0.0312
2.9312,2.2816,0.6056,0.0325
3.0054,2.3317,0.6308,0.0316
2.8351,2.1996,0.5925,0.0318
2.8926,2.2313,0.619,0.0311
2.7847,2.1485,0.5946,0.0305
2.905,2.2423,0.6206,0.0302
2.8522,2.2148,0.5947,0.0317
2.8276,2.1533,0.6286,0.0313
2.8429,2.2032,0.5938,0.0325
2.9535,2.2872,0.6218,0.0332
2.9485,2.3105,0.5955,0.031
2.983,2.315,0.6256,0.031
2.9285,2.2924,0.5944,0.0305
2.8212,2.1697,0.6067,0.0317
2.814,2.1721,0.5971,0.0318
2.8756,2.223,0.6087,0.0322
3.0622,2.3133,0.5962,0.031
3.124,2.4321,0.6303,0.0365
2.9774,2.3343,0.5984,0.031
3.1105,2.4421,0.6261,0.0309
3.0003,2.3629,0.5945,0.0315
2.9937,2.3349,0.6166,0.0308
3.0031,2.3327,0.5974,0.0307
2.8598,2.2052,0.6093,0.0323
2.8414,2.2023,0.596,0.0307
2.8571,2.1941,0.6212,0.0303
2.8717,2.2373,0.5922,0.031
2.8106,2.1669,0.6004,0.0307
2.8757,2.2354,0.5976,0.0307
2.9852,2.2643,0.626,0.0304
2.9299,2.2914,0.5948,0.0313
2.8759,2.2266,0.6057,0.0323
2.8192,2.18,0.5961,0.0311
2.9201,2.2621,0.6156,0.0304
2.8986,2.2329,0.6184,0.0312
2.9607,2.3071,0.6064,0.0328
2.872,2.2319,0.5967,0.0316
3.137,2.2261,0.6131,0.0312
3.0094,2.3696,0.5949,0.0319
2.9269,2.2377,0.6414,0.0312
2.9076,2.2508,0.6054,0.035
2.8742,2.1992,0.6244,0.0344
2.976,2.3295,0.5992,0.0345
2.911,2.2428,0.6236,0.0329
2.8174,2.181,0.5933,0.0314
2.9644,2.2654,0.6507,0.0312
2.9305,2.2745,0.6091,0.0331
2.9381,2.2807,0.6142,0.0318
3.0279,2.3731,0.6062,0.0316
3.1372,2.4735,0.6149,0.0341
2.9616,2.31,0.6079,0.0315
2.9509,2.2756,0.6297,0.0334
2.8798,2.232,0.6052,0.0312
2.8677,2.1964,0.6287,0.031
3.0274,2.3791,0.6057,0.0312
2.9314,2.2548,0.6326,0.0327
3.0331,2.3766,0.612,0.0318
3.2417,2.5757,0.6222,0.0323
3.1211,2.4661,0.6112,0.0313
2.9212,2.2625,0.6122,0.0345
2.8437,2.1954,0.605,0.032
2.988,2.306,0.6388,0.0311
2.9025,2.2504,0.6075,0.0324
3.149,2.4824,0.6237,0.0316
2.8893,2.2404,0.606,0.0318
2.9256,2.265,0.6175,0.0312
2.9786,2.3317,0.6044,0.0309
2.9828,2.3116,0.6259,0.0333
2.8763,2.2262,0.6058,0.0312
2.8732,2.2195,0.6099,0.0326
3.0592,2.42,0.5966,0.0312
2.8541,2.1962,0.6156,0.0311
2.8953,2.2507,0.6009,0.0309
2.8969,2.2338,0.6198,0.0315
3.1183,2.4814,0.5947,0.0309
2.9115,2.2595,0.6079,0.0323
2.8035,2.1651,0.5956,0.0315
2.9084,2.2498,0.6158,0.0311
2.8374,2.2002,0.5948,0.0314
2.9067,2.2415,0.6211,0.0311
2.8138,2.1779,0.5938,0.0309
2.9959,2.3417,0.6127,0.0301
2.825,2.1879,0.5951,0.031
3.0697,2.399,0.6267,0.0325
2.9452,2.305,0.5969,0.031
2.9268,2.2758,0.6077,0.0318
3.008,2.3549,0.5961,0.0326
2.8643,2.1941,0.6256,0.032
2.9159,2.2792,0.5942,0.0309
2.8911,2.2273,0.6217,0.0309
2.8296,2.1892,0.5975,0.0305
3.007,2.3575,0.6058,0.031
2.9207,2.2792,0.5997,0.0304
2.8973,2.2508,0.6042,0.0304
2.8398,2.2054,0.5923,0.0309
2.8117,2.1481,0.621,0.0312
2.851,2.216,0.5932,0.0302
2.8823,2.2171,0.6234,0.0304
2.9031,2.2632,0.5977,0.0309
2.8544,2.1882,0.6234,0.0311
2.8292,2.1891,0.5986,0.0304
2.8733,2.223,0.6081,0.0311
2.8322,2.1936,0.5952,0.0312
2.9533,2.3106,0.6012,0.0303
2.896,2.26,0.5943,0.0305
2.8339,2.1869,0.6051,0.0303
2.8293,2.1909,0.596,0.031
2.9022,2.2409,0.6192,0.0308
3.005,2.3634,0.5977,0.0306
2.8675,2.1987,0.6245,0.0306
2.8934,2.2448,0.6011,0.0331
3.0483,2.3721,0.6311,0.0315
2.8404,2.2013,0.5972,0.0305
2.8668,2.2088,0.614,0.0315
2.8743,2.2205,0.6103,0.0315
2.8774,2.2212,0.6137,0.0307
2.9868,2.3372,0.6069,0.031
3.1604,2.5019,0.616,0.031
3.0112,2.3615,0.607,0.031
2.8956,2.2154,0.6316,0.0311
2.9771,2.3255,0.607,0.0324
3.002,2.3293,0.6306,0.0305
2.8994,2.2513,0.6057,0.031
2.9464,2.2742,0.6301,0.0307
2.8773,2.2307,0.6041,0.0311
2.9511,2.2694,0.6388,0.0308
2.9882,2.3381,0.6073,0.0308
2.9389,2.2622,0.6334,0.0316
2.9827,2.321,0.6187,0.0315
2.8881,2.2229,0.6223,0.0313
2.884,2.2329,0.6062,0.0319
2.934,2.2799,0.6117,0.0307
2.9515,2.3005,0.6072,0.0323
2.891,2.2153,0.6331,0.0309
2.9002,2.2518,0.6057,0.0313
2.9205,2.2558,0.6223,0.0312
2.8754,2.2362,0.5956,0.0307
2.996,2.3273,0.627,0.0304
2.9043,2.2673,0.5952,0.0307
2.868,2.2009,0.6258,0.03
2.9068,2.266,0.5993,0.0304
2.9144,2.2472,0.6259,0.0302
2.8207,2.1842,0.5946,0.0301
3.0539,2.4081,0.6032,0.0314
2.9634,2.3274,0.5946,0.0301
2.8367,2.1939,0.6009,0.0306
2.9252,2.2866,0.5963,0.0311
2.8352,2.1896,0.603,0.0307
2.8651,2.2268,0.5955,0.0308
2.8654,2.2224,0.6014,0.0305
2.8167,2.1757,0.5988,0.0309
2.9163,2.2699,0.6039,0.0312
2.8304,2.1918,0.5967,0.0308
2.9261,2.278,0.6052,0.0301
2.8538,2.2195,0.5928,0.03
2.812,2.159,0.6109,0.031
3.039,2.402,0.5954,0.0302
2.9108,2.2488,0.6204,0.0303
2.8706,2.2341,0.5947,0.0307
2.9162,2.2493,0.6246,0.0305
2.8108,2.1754,0.5936,0.0305
2.9095,2.2403,0.6271,0.0305
2.8829,2.2473,0.5928,0.0314
2.8941,2.2272,0.6253,0.0302
3.0082,2.3584,0.5984,0.0324
2.834,2.1808,0.6086,0.0307
2.8791,2.2418,0.5935,0.0313
2.8704,2.2199,0.608,0.031
2.9756,2.305,0.5956,0.0633
2.8913,2.2232,0.6257,0.0312
2.9597,2.2496,0.596,0.0307
2.8807,2.2233,0.6122,0.0309
2.8491,2.2129,0.5945,0.0301
2.8889,2.2335,0.6131,0.0309
2.9486,2.3143,0.5928,0.0303
3.0329,2.381,0.609,0.0311
2.8356,2.1965,0.5958,0.0307
2.9524,2.3054,0.6051,0.0307
2.9017,2.2627,0.5966,0.031
2.9501,2.2898,0.6181,0.031
2.9006,2.2625,0.5957,0.0301
2.8763,2.215,0.6176,0.0306
2.8762,2.2375,0.5945,0.0309
2.9333,2.2817,0.6093,0.0305
2.8296,2.1934,0.5941,0.0306
2.9382,2.2856,0.61,0.0311
2.8555,2.2159,0.5966,0.0312
2.8571,2.1897,0.6247,0.0311
2.8526,2.2093,0.5997,0.0315
2.9369,2.2666,0.628,0.0307
2.9021,2.2521,0.6065,0.0321
3.0618,2.3893,0.6289,0.0316
2.8995,2.2512,0.6059,0.0309
2.9646,2.305,0.6155,0.0318
2.8786,2.2289,0.6068,0.0316
3.0135,2.3366,0.6335,0.0318
2.9037,2.2557,0.6049,0.0315
3.0644,2.3999,0.622,0.0313
2.9604,2.3124,0.6051,0.0315
2.8567,2.2014,0.611,0.0321
2.9379,2.2908,0.6037,0.0319
2.945,2.2734,0.6283,0.032
2.8948,2.2461,0.6056,0.0315
2.9141,2.2509,0.6203,0.0314
2.9912,2.3448,0.6039,0.0313
2.9146,2.2453,0.6266,0.0314
2.9074,2.2685,0.5964,0.0313
2.8951,2.2308,0.6226,0.0305
2.8188,2.1824,0.5941,0.031
2.8307,2.1797,0.6093,0.0309
2.8741,2.237,0.5949,0.0309
2.8961,2.2506,0.6034,0.0308
2.8437,2.2091,0.5921,0.0312
2.8602,2.2055,0.6126,0.0308
2.8135,2.1746,0.5974,0.0304
